46.61405,188.05463,-106.85339,77
181.28271,152.94133,-144.32442,18
113.69127,0.379894,-142.26324,15
125.29012,99.072556,-84.96026,34
-17.231945,85.21169,-174.72328,16
48.341618,58.317715,-104.030846,19
106.47101,-86.514854,-498.84015,15
1.491981,51.36754,-183.66922,20
147.58304,217.01265,-107.3279,37
81.169754,109.9646,-79.43707,94
19.883299,23.837399,-186.14574,17
55.565918,267.98462,-179.12228,30
8.174304,221.45973,-221.95114,15
142.60107,133.24023,-81.51317,37
29.82249,81.881195,-115.77831,44
172.86467,191.57399,-136.17725,26
112.11982,88.5942,-82.57641,71
31.8832,-33.651283,-133.54462,15
95.99052,79.40816,-88.29726,82
81.796135,115.56245,-73.09331,60
116.83435,120.60326,-73.08348,99
102.71694,57.999706,-110.49082,19
9.247609,184.7682,-166.81895,27
96.04572,17.009111,-280.38763,17
64.08472,155.78815,-79.0987,143
114.80986,178.4369,-59.22575,107
114.378235,216.63165,-53.229774,97
-9.746216,89.6867,-166.49684,43
89.07037,65.00322,-100.624886,91
5.116251,151.25505,-160.51033,38
21.473686,207.39798,-194.24059,29
121.5319,151.95288,-60.73017,94
127.14815,234.41345,-96.41569,63
179.57027,234.9744,-170.5563,21
51.516273,214.77625,-117.582275,46
85.74955,4.225854,-66.22007,16
57.527454,101.24366,-89.5618,159
133.199,213.14763,-72.12302,38
134.67868,241.95505,-102.95136,83
83.679214,105.610176,-80.52457,127
24.147518,146.59912,-135.3505,72
147.64705,266.467,-106.429985,112
99.49876,148.95255,-57.476025,52
187.12283,122.919815,-146.19133,20
90.962875,223.22058,-63.99855,70
127.68558,164.1424,-63.684513,75
54.38557,125.50677,-92.59939,62
-6.246752,191.37584,-158.44467,16
137.42966,115.28214,-89.81481,38
102.25707,198.35295,-57.3828,53
36.459984,136.6692,-108.42206,65
138.31868,157.01323,-73.213104,63
66.393166,102.26512,-84.72691,184
191.82796,-30.328537,-376.05045,16
187.84547,-27.757536,-406.16455,16
190.37065,128.68501,-145.06364,22
77.238045,170.97528,-60.19516,87
79.370026,4.351777,-401.36884,16
108.87387,215.46315,-52.09706,76
181.04916,-43.649765,-129.41504,15
41.958775,84.2918,-111.72761,66
79.89876,234.59825,-99.08158,35
91.75655,244.3868,-102.26782,68
49.002598,48.01183,-106.66468,19
114.29815,-15.212519,-289.85318,16
178.04253,241.37152,-158.12396,28
193.96358,252.07304,-128.20345,32
185.35353,124.43185,-138.18277,20
106.27411,242.63759,-94.62873,85
135.81375,19.275948,-207.25684,16
141.86617,217.90764,-98.049,28
12.214079,86.16613,-145.92569,31
152.7297,159.94916,-96.12732,30
96.50727,85.22187,-82.46186,97
160.721,123.97939,-98.72188,31
49.9216,210.37254,-116.350464,57
183.01039,140.65247,-131.36813,22
114.96428,246.98686,-99.068726,70
159.08952,-32.52361,-231.16536,15
53.584564,135.48691,-91.65165,145
111.84051,221.12679,-55.29204,81
173.5329,246.48276,-147.58408,16
131.2455,-15.056099,-329.6798,15
118.05337,93.944855,-80.23243,47
12.216823,129.5242,-140.61292,30
93.31559,250.73714,-107.43826,77
42.898724,133.31998,-98.71764,81
93.82042,86.79973,-81.53944,107
151.3528,231.60588,-109.88736,65
147.12881,110.482765,-96.253235,22
36.622707,164.0723,-107.12557,109
149.47751,100.349724,-100.12989,18
-15.602465,85.148415,-174.09058,18
-13.081955,92.82042,-169.92665,34
185.56038,212.1671,-92.34477,15
110.92389,253.54411,-103.201454,75
87.424576,149.49043,-52.582058,76
145.58209,256.16013,-105.04185,95
122.50539,145.04475,-61.774624,93
83.43908,129.24281,-55.35762,74
154.22592,198.02837,-150.06038,17
-39.760105,107.03791,-232.01622,21
23.636856,117.07591,-124.30528,36
97.572784,187.51498,-56.404102,63
172.80008,215.3323,-136.04654,15
58.253613,138.00682,-87.97635,148
67.34447,138.76453,-79.33935,99
37.734398,45.111645,-135.84673,21
142.69695,208.25421,-86.62849,21
33.564816,87.678604,-110.3307,47
142.56018,40.16902,-149.9554,21
79.59503,265.3011,-134.06247,75
101.046295,262.51553,-111.45299,96
27.0921,-26.91698,-253.49568,16
-6.422938,101.38956,-182.67557,30
113.12985,-45.20211,-431.42017,15
134.26628,82.827324,-93.75235,19
49.27104,156.97282,-89.194626,120
149.24426,-37.34128,-150.9533,16
-26.834232,114.82892,-188.95412,29
151.03067,30.8061,-148.64459,32
eof,eof,eof,eof
